sentence,label
"Thank you for joining us for The Tradex Foods ""3-Minute Sustainability Recap"" A summary of hot news items in sustainability – for seafood purchasers and industry.",1
The following information is a rundown of key sustainability news items for the month of October.,0
"------First up, the number of retailers committed to sustainable seafood keeps on growing: Target announced that it will only sell sustainable and traceable seafood by 2015. And the first African retailer – Pick n Pay –- has made a similar commitment.",1
Pick n Pay is South Africa’s second largest retailer.,1
"And finally, the infamous Pike Place Market in Seattle will be dropping their iconic mascot – the monkfish – along with other unsustainable species as a part of their new policy to source only sustainable seafood.",0
------Next up – Russia made some headlines in seafood sustainability this month: The World Wildlife Fund - and Fisheries Holding Karat have agreed to develop educational programs on sustainable fisheries.,0
The aim is to increase knowledge amongst fishing crew members and fishing companies of sustainable fisheries and the requirements for environmental certification according to the MSC.,0
"And, McDonalds is considering the launch of a Pollock processing factory in Russia.",1
The factory would produce filet-of-fish sandwiches out of Alaska Pollock sourced from MSC-Certified fisheries in the Sea of Okhotsk and the Bering Sea.,1
This is contingent on the Russian fisheries obtaining the MSC eco-label.,1
"And in Germany, two supermarket chains have launched campaigns to promote sustainable seafood: Kaufland is supporting traditional tonguesole fishing in Gambia.",2
"For every kg of MSC certified fish sold during the 4 week campaign, 50 euro cents will be donated to the African fishery to help improve the situation of fishermen in Gambia who hope to be certified against the MSC standard.",-1
"And, EDEKA supermarkets – is working with MSC on a campaign that features high impact point-of-sale materials to promote MSC products.",1
This is the first joint-MSC in-store supermarket campaign that encourages shoppers to look for the eco-label.,1
"I went to the University of Texas, a law school which is one of the top ten law schools in the nation",0
"And I was in the top three percent of the class, a member of the Texas Law Review, and constitutional law was one of my favorite classes",1
"In fact, I received an award for the top grade of the class",2
"I only mention this to say, I have more than a passing interest, and more than a passing knowledge, of constitutional law",1
"Now, I'm an inactive member of the State Bar of Texas, so I haven't been directly involved in legal research for many years",1
